sentiment,guj_text,eng_text
entertainment,"Netflix, Amazon Prime પર બેફામ ગાળો અને ન્યૂડ સીન કોઇ નહીં રોકી શકે","No one can stop the vulgar language and nude scenes on Netflix, Amazon Prime"
entertainment,"ચીનમાં TOILET HERO બનીને જશે અક્ષય કુમાર, જાણો ક્યારે થશે રિલીઝ","Akshay Kumar will be playing TOILET HERO in China, know when it will be released"
entertainment,"સપના ચૌધરીનાં કાર્યક્રમમાં બેકાબૂ થઇ ભીડ, ધક્કામુક્કી માં એકનું મોત","Crowd gets out of control at Sapna Chaudhary's program, one dies in stampede"
entertainment,"સની લિયોનની બાયોપિકનું ટીઝર રિલીઝ, જુઓ VIDEO","Teaser of Sunny Leone's biopic released, watch VIDEO"
entertainment,"GF સાથે ગોવામાં ક્વોલિટી ટાઇમ વિતાવી રહ્યો છે રાજકુમાર, જુઓ PHOTOS","Rajkumar is spending quality time in Goa with his GF, see PHOTOS"
tech,"Huawei નો નવો સ્માર્ટફોન લોન્ચ, જાણો શું છે ફિચર્સ","Huawei's new smartphone launched, know what are the features"
entertainment,રિઆલિટી શો 'સ્પ્લિટ્સવિલા'ની આ સેક્સી કંટેસ્ટંટે પાર કરી બોલ્ડનેસની તમામ હદ પાર,This sexy contestant from the reality show 'Splitsvilla' crossed all limits of boldness.
business,પાકિસ્તાન સ્ટોક એક્સચેંજ અને 128 દેશોના GDPથી મોટી છે ભારતીય કંપની TCS,Indian company TCS is bigger than Pakistan Stock Exchange and GDP of 128 countries
entertainment,PHOTOS: રાહુલ મહાજને 18 વર્ષ નાની કઝાકિસ્તાનની મોડલ સાથે કર્યા ત્રીજા લગ્ન,PHOTOS: Rahul Mahajan marries for the third time with a Kazakh model 18 years younger
entertainment,PHOTOS: 'વિરે દી વેડિંગ'ની સ્પેશલ સ્ક્રિનિંગમાં ઉમટ્યુ બોલિવૂડ,PHOTOS: Bollywood turns up for special screening of 'Veere Di Wedding'
entertainment,સોનમ કપૂરના રિસેપ્શનમાં વહુ શ્ર્લોકા સાથે પહોંચ્યો અંબાણી પરિવાર,The Ambani family arrived at Sonam Kapoor's reception with daughter-in-law Shloka.
business,"ગોડાઉન જઇને લેશો LPG સિલિન્ડર તો એજન્સી પરત કરશે પૈસા, જાણો નિયમ","If you go to the godown and buy an LPG cylinder, the agency will refund the money, know the rules"
entertainment,સાઉથ આફ્રિકાનાં સાગર કિનારે સુરવીને શેર કરી બિકીની તસવીરો..!,Surveen shares bikini pictures on the beach in South Africa..!
business,"ભારતીય રેલનાં 165 વર્ષ, 2019માં શરૂ થશે દેશનું પ્રથમ સ્માર્ટ સ્ટેશન","165 years of Indian Railways, country's first smart station to be launched in 2019"
tech,"Android યૂઝર્સ માટે Jioની ભેટ, લોન્ચ કરી JioBrowser એપ","Jio's gift for Android users, JioBrowser app launched"
entertainment,નવા શો માં આવ્યા પહેલા આ એકટ્રેસે શેર કર્યા હોટ ફોટોઝ,This actress shared hot photos before appearing in a new show.
tech,હવે દર્શકો એક નહી પાંચ એંગલથી જોઈ શકશે JioTV પર 'નિદાહસ ટ્રોફી'ની મેચો,Now viewers will be able to watch 'Nidahas Trophy' matches on JioTV from not one but five angles
entertainment,નાણાની તંગીને લીધે સારાને ડેટ નથી કરતો કાર્તિક આર્યન?,Kartik Aaryan not dating Sara due to financial constraints?
entertainment,"ફેબ્રુઆરીથી ટીવી પર ચલાવો તમારૂ મનપસંદનું પેકેજ, કઈ ચેનલનો કેટલો ભાવ?","Play your favorite package on TV from February, which channel and how much?"
business,મોદી સરકારની યોજના: ટેક્સ સેવિંગ્સ સાથે સુરક્ષિત કરો દીકરીનું ભવિષ્ય!,Modi government's plan: Secure your daughter's future with tax savings!
entertainment,"'કેદારનાથ' ની નબળી કહાની છતા સારાનો ચાલ્યો જાદુ, કરી આટલી કમાણી","Despite the weak story of 'Kedarnath', Sara's magic worked, earning this much money"
entertainment,'ગુલઝાર'ની એક કાર મિકેનિકથી ગીતકાર બનવા સુધીની સફર,Gulzar's journey from a car mechanic to becoming a lyricist
tech,હવે માત્ર 5000 રૂપિયા આપીને ઘરે લઇ આવો શાનદાર બાઇક,Now bring home a great bike for just Rs. 5000.
tech,"હવે Facebook લાવશે પોતાની કરન્સી, WhatsApp માંથી પણ થશે ટ્રાન્ઝેક્શન","Now Facebook will bring its own currency, transactions will also be done from WhatsApp"
business,"RBI બિલ્ડીંગ નીચેથી મળી 200 વર્ષ જુનું ભોયરૂ, જાણો - શું છે પુરો મામલો","200-year-old basement found under RBI building, know what the whole matter is"
tech,Realme 2: માત્ર 5 મીનિટમાં વેચાઈ ગયા 2 લાખ સ્માર્ટફોન,Realme 2: 2 lakh smartphones sold in just 5 minutes
entertainment,"ભાઈજાનને મળવા પહોંચી કેટરીના કૈફ, જુઓ VIDEO","Katrina Kaif arrives to meet Bhaijaan, watch VIDEO"
business,"આ તારીખથી બંધ થઈ જશે SBIનું આ ATM કાર્ડ, નહીં કરી શકો કોઈ પણ કામ","This SBI ATM card will be closed from this date, you will not be able to do any work"
business,iball કંપનીએ લોન્ચ કર્યો Andi 5N Dude,iball company launched Andi 5N Dude
business,"ટ્રેન ટિકિટ ખોવાઇ જાય તો પણ TTE નહીં કરે પરેશાન, આવ્યા નવા નિયમો","TTE will not bother you even if you lose your train ticket, new rules have come"
entertainment,"ડોન બનીને પાછો ફરશે શાહરૂખ ખાન, જોવા નહીં મળે 'જંગલી બિલ્લી'","Shahrukh Khan will return as a don, will not be seen in 'Jangali Billi'"
business,હવે મોંઘા થશે પેટ્રોલ-ડીઝલ! 2 રૂપિયા પ્રતિ લીટર સુધી વધી શકે છે એક્સસાઇઝ ડ્યૂટી,Petrol-diesel will now become more expensive! Excise duty may increase by up to Rs 2 per litre
business,મુંબઈ: મુકેશ અંબાણી સાથે મુલાકાતમાં મમતા બેનર્જીનું રિલાયન્સ ઇન્ડસ્ટ્રીઝને પ.બંગાળમાં રોકાણનું આમંત્રણ,"Mumbai: In a meeting with Mukesh Ambani, Mamata Banerjee invites Reliance Industries to invest in West Bengal"
entertainment,"એક સમયે હતું 96 કિલો વજન, ગંભીર બીમારીથી પીડાતી હતી સારા","Sara once weighed 96 kg, was suffering from a serious illness"
tech,Samsungએ ડ્યુઅલ રિયર કેમેરા સાથે લોન્ચ કર્યો આ નવો ફોન,Samsung launches this new phone with dual rear cameras
entertainment,"બાળકો સાથે લંડનમાં હોલિ ડે એન્જોય કરી રહી છે 'પ્રેરણા' , શેર કર્યા ફોટોઝ","'Prerna' is enjoying her holiday in London with her children, shares photos"
entertainment,"પતિ સાથે ખુશખુશાલ જોવા મળી પ્રિયંકા, તસવીરો વાયરલ","Priyanka seen happy with her husband, pictures go viral"
entertainment,"KWK-6: સૈફે ક્યાં કરી હતી પ્રપોઝ, કરિનાનાં જવાબ પર પ્રિયંકાનું હતું આવું રિએક્શન!","KWK-6: Where did Saif propose, this was Priyanka's reaction to Kareena's answer!"
business,રિલાયન્સની AGM: મુકેશ અંબાણીએ લોંચ કરી JioGigaFiber બ્રોડબેન્ડ સેવા,Reliance AGM: Mukesh Ambani launches JioGigaFiber broadband service
entertainment,"'લુકા-છુપી'નું નવું ગીત 'કોકા કોલા' રીલિઝ, કાર્તિક અને કૃતિનું એનર્જેટિક બોન્ડિંગ","'Luka-Chhupi' new song 'Coca Cola' released, energetic bonding of Kartik and Kriti"
entertainment,બ્લેક આઉટફીટમાં ઘણી બોલ્ડ જોવા મળી સોફી ચૌધરી,Sophie Chaudhary looked very bold in a black outfit.
business,હોમલોન ક્યારે ટ્રાન્સફર કરવી જેથી તમે ફાયદામાં રહો?,When to transfer a home loan so that you are at an advantage?
business,ખુશખબર! નવા વર્ષમાં 6 રૂપિયા સુધી સસ્તું થઈ શકે છે પેટ્રોલ,Good news! Petrol may become cheaper by up to Rs 6 in the new year
business,RBIએ રદ કરી દીધું એક બેંકનું લાઇસન્સ !,RBI revokes the license of a bank!
tech,ફેસબુક પછી વ્હોટસએપ પણ આ રીતે ચોરી રહ્યું છે અંગત ડેટા,"After Facebook, WhatsApp is also stealing personal data in this way"
tech,"સાવધાન! ભૂલથી પણ ઓપન ન કરો આ મેસેજ, હેક થઇ શકે છે તમારો ફોન","Caution! Don't open this message by mistake, your phone may be hacked"
entertainment,શું પ્રેગ્નન્ટ છે પ્રિયંકા ચોપડા? સામે આવી આ તસવીરો,Is Priyanka Chopra pregnant? These pictures surfaced
business,"બજેટ 2017: નાણામંત્રી અરૂણ જેટલી શિક્ષણ માટે શું લાવ્યા નવું, જાણો",Budget 2017: Know What Finance Minister Arun Jaitley Brought for Education New
tech,સાવધાન...! આ 5 મોબાઇલ Games લઇ ચુકી છે અનેક લોકોનો ભોગ,Beware...! These 5 mobile games have taken the lives of many people.
tech,"જીવનસાથીના મોબાઈલમાં કરી જાસૂસી તો લાગશે 87 લાખ રૂપિયાનો દંડ, થશે 1 વર્ષની જેલ",Spying on your spouse's mobile phone will result in a fine of Rs 87 lakh and 1 year in jail.
business,બસ આ કામથી સરકારના બચશે 1.2 લાખ કરોડ રૂપિયા,This alone will save the government 1.2 lakh crore rupees.
business,"બેંકો હવે ઘર પર તમને આપશે પેન્શન, જાણો આ સ્કીમ","Banks will now give you pension at home, know this scheme"
entertainment,"Box Office પર 'ઉરી'નો ધમાકો, 100 કરોડ ક્લબમાં થઇ સામેલ","'Uri' blasted at the box office, joined the 100 crore club"
business,આ કંપનીમાં બોસ કરતા વધારે કમાય છે કર્મચારી,"In this company, employees earn more than the boss"
entertainment,"10 વર્ષની થઈ ગઈ સલમાનની 'પ્યારી' મુન્ની, હવે આ ફિલ્મમાં મળશે જોવા","Salman's 'beloved' Munni turns 10, now she will be seen in this film"
entertainment,મનિષ મલ્હોત્રાનાં શોમાં Star Kidsનો જલવો ટગર ટગર જોયા કરશો,You will see the excitement of Star Kids on Manish Malhotra's show.
entertainment,"હવે કંગના જણાવશે 'મહાત્મા ગાંધી'નું વ્યક્તિત્વ, ન્યૂ જર્સીમાં કરશે સંબોધન","Now Kangana will tell the personality of 'Mahatma Gandhi', will address in New Jersey"
tech,8000 રુપિયાની ઓછી કિંમત પર ખરીદી શકો છો Samsungનો આ ફોન,You can buy this Samsung phone for as low as Rs 8000
tech,ખુશખબરી! એપ્પલ Freeમાં રિપેયર કરેશે તમારો iPhone,Good news! Apple will repair your iPhone for free
entertainment,પૂર પીડિતોની મદદ માટે કેરળ પહોંચ્યો રણદીપ હુડ્ડા,Randeep Hooda reaches Kerala to help flood victims
business,માલામાલ શેર: એક વર્ષમાં આ રીતે કમાવી આપશે 25 ટકા નવો,Malamal Shares: This is how you will earn 25% in a year
entertainment,"મહેંદી સેરેમનીમાં છવાયા આકાશના સાસરીયા, શ્લોકાએ આ ગીત પર આપ્યું પરફોર્મેન્સ","Akash's in-laws were present at the mehendi ceremony, Shloka performed on this song"
entertainment,'પદ્માવત'ની સ્કિનીંગમાં હાથમાં હાથ નાંખી સાથે જોવા મળ્યાં દીપિકા-રણવીર,Deepika-Ranveer seen holding hands at the screening of 'Padmaavat'
business,કેશબેકની લલચામણી ઓફર્સથી બચવા માટે આટલું રાખો ધ્યાન,Keep this in mind to avoid tempting cashback offers
entertainment,"USમાં તેલુગૂ ફિલ્મ નિર્માતા અને તેની પત્નીની ધરપકડ, સેક્સ રેકેટ ચલાવવાનો આરોપ","Telugu filmmaker and his wife arrested in US, accused of running sex racket"
business,અમે ડિજિટલ ઇન્ડિયાનું સપનું પૂરું કરી રહ્યા છીએ: મુકેશ અંબાણી,We are fulfilling the dream of Digital India: Mukesh Ambani
tech,"Honda Civic ફેબ્રુઆરીમાં થઇ શકે છે લોન્ચ, જુઓ તસવીર","Honda Civic can be launched in February, see image"
entertainment,દિશા પટણીની આ બિકીની તસવીર જોઇને તમે પણ કહેશો WOW,You will also say WOW after seeing this bikini picture of Disha Patani.
entertainment,જ્યારે લીક થઈ ગયો રાધિકા આપ્ટેની ફિલ્મનો આ ન્યૂડ સીન,When this nude scene from Radhika Apte's film got leaked
business,"સેન્સેક્સમાં 206 પૉઇન્ટનો ઘટાડો, નિફ્ટી 10115ની નીચે","Sensex falls 206 points, Nifty below 10115"
entertainment,"વર્ષો બાદ એક સાથે જોવા મળ્યા જેકી શ્રોફ અને માધુરી દીક્ષિત, જુઓ Pics","Jackie Shroff and Madhuri Dixit seen together after years, see pics"
business,"જાણી લો Reliance digital India સેલની આ 5 જરૂરી વાત, થશે ફાયદો","Know these 5 important things about Reliance Digital India sale, you will benefit"
entertainment,"આ TV એક્ટ્રેસે કરી બોલ્ડનેસની હદ પાર, સોશિયલ મીડિયા પર મચાવી ધૂમ","This TV actress crossed the limits of boldness, created a stir on social media."
entertainment,આ એક્ટરના કારણે કેટરીના અને આલિયાની મિત્રતામાં આવી ગઈ છે તિરાડ,Katrina and Alia's friendship has come to a standstill because of this actor.
entertainment,અનુષ્કા શર્મા છે? આ છોકરીને જોઈ તમે પણ ચક્કરમાં પડી જશો!,Is it Anushka Sharma? You will also be confused after seeing this girl!
business,"ઉતર ભારત તરફ જતા પ્રવાસીઓને હવે કાલુપુર નહી જવું પડે,ટુંક સમયમાં સાબરમતીથી મળી જશે ટ્રેન","Travelers heading towards North India will no longer have to go to Kalupur, soon they will get a train from Sabarmati"
tech,"જુઓ, google આ ક્યુટ Doodleથી 2018ને કેવી રીતે કરી રહ્યું bye bye",See how Google is saying goodbye to 2018 with this cute doodle
tech,"સેકન્ડોમાં બુક કરો તત્કાલ ટિકિટ, જાણો રેલવેની આ શાનદાર ફેસેલિટી","Book Tatkal tickets in seconds, know this great facility of railways"
entertainment,"Box Office: 3 દિવસમાં 'સંજૂ'ની રેકોર્ડ બ્રેક કમાણી, બાહુબલી-2ને પણ પછાડી","Box Office: 'Sanju' breaks record in 3 days, surpasses even Baahubali-2"
business,"રેલવેની એક ટિકિટથી આપો પૂરા પૈસા, બીજી ટિકિટ પર મેળવો ફ્લેટ 50% ડિસ્કાઉન્ટ","Pay full price for one railway ticket, get flat 50% discount on the second ticket"
entertainment,#Spoof_ 'ધડક'ના સોંગ પર હિતેન કુમાર અને રોમા માણેકના ગરબા,#Spoof_ Hiten Kumar and Roma Manek's garba on the song 'Dhadak'
business,"""ઓખી""ની અસર : રાજકોટ યાર્ડમાં માલની હરાજી બંધ કરાઈ","Impact of ""Okhi"": Auction of goods stopped in Rajkot yard"
business,"હવે UPI દ્વારા પણ જમા કરી શકાશે ટેક્સ, IT વિભાગ તૈયાર કરી રહી છે સિસ્ટમ","Now taxes can be deposited through UPI as well, IT department is preparing the system"
tech,Googleએ કરી કમાલ: હવે Email દ્વારા મોકલી શકશો પૈસા,Google has done a miracle: now you can send money through email
tech,"પાવર બેંકથી ઈયરફોન્સ સુધી, અહીંયા માત્ર 99 રૂપિયામાં મળે છે આ પ્રોડક્ટસ","From power banks to earphones, these products are available here for just Rs 99"
tech,"દિવાળીના પર Airtelનો નવો પ્લાન, 90 દિવસ સુધી તમામ સુવિધા ફ્રી","Airtel's new plan on Diwali, all facilities free for 90 days"
business,પેટ્રોલ-ડીઝલના ભાવ વધારાની અસરઃ જીવનજરૂરી આ વસ્તુઓ 8% સુધી થશે મોંઘી,Impact of petrol-diesel price hike: These essential items will become expensive by up to 8%
entertainment,"રજનીકાંતની '2.0'નું વધુ એક પોસ્ટર રિલીઝ, જુઓ શું છે તેમા ખાસ","Another poster of Rajinikanth's '2.0' released, see what's special about it"
entertainment,"કપિલના શોમાં નથી પરત આવતો સુનીલ, આ હસીના સાથે કરશે નવો શો !","Sunil is not returning to Kapil's show, he will do a new show with Haseena!"
business,રેપાપોર્ટ કંપની દ્વારા સુરતમાં પ્રથમવાર યોજાશે રફ ડાયમંડની હરાજી,Rapaport Company to hold first ever rough diamond auction in Surat
entertainment,"અદિતી મિત્તલ પર શારીરિક શોષણનો આરોપ, મહિલા કોમેડિયને કહી આપવીતી","Aditi Mittal accused of physical abuse, female comedian says she is shocked"
tech,"WhatsApp યૂઝર્સ માટે ખરાબ સમાચાર, આવી રહેલા આ નવા ફિચર્સ મુકી શકે છે મુશ્કેલીમાં","Bad news for WhatsApp users, these upcoming new features may put them in trouble"
business,"માલ્યાના પ્રત્યર્પણ કેસમાં આજે આવી શકે છે ચુકાદો, લંડન રવાના થયા CBIના જોઇન્ટ ડાયરેક્ટર","Judgment in Mallya's extradition case may come today, Joint Director of CBI left for London"
tech,"આ એન્જિનિયરીંગ કોલેજના હોસ્ટેલમાં 'PUBG' ગેમ રમવા પર લાગ્યો પ્રતિબંધ, જાણો શું છે કારણ","Playing 'PUBG' game banned in this engineering college's hostel, know the reason"
business,છેલ્લા ત્રણ વર્ષમાં આટલી ઘટી ગઇ છે સરકારી નોકરીઓ,This is how many government jobs have decreased in the last three years
tech,"અંતરિક્ષની મુસાફરી બનશે સરળ, પહેલું રોકેટ સ્પેશ સ્ટેશનમાં મોકલ્યું","Space travel will become easier, first rocket sent to space station"
tech,"હવે સરળતાથી બુક કરો ઓનલાઇન તત્કાલ ટિકિટ, આવી નવી એપ","Now easily book online Tatkal tickets, this new app"
business,રાજકોટઃ રાજમોતી ઇન્ડસ્ટ્રીઝને 60દિવસમાં લોન ભરપાઇ કરવા જાહેર નોટિસ,Rajkot: Notice issued to Rajmoti Industries to repay loan within 60 days
entertainment,Lakme fashion week: રેમ્પ જોવા મળ્યો કરિનાનો stunning લુક,Lakme fashion week: Kareena's stunning look seen on the ramp
business,"સેન્સેક્સમાં 73 પૉઇન્ટનો ઘટાડો, નિફ્ટી 10,680ની નીચે","Sensex falls 73 points, Nifty below 10,680"
tech,"આ છે વિશ્વનો સૌથી નાનો ફોન, ફિચર્સમાં આપે છે અન્યને માત","This is the world's smallest phone, it beats others in features"
business,"GoAirએ રજૂ કરી ફેસ્ટિવલ ઓફર, માત્ર 1218 રૂપિયામાં કરો હવાઈ યાત્રા","GoAir introduces festival offer, fly for just Rs 1218"
entertainment,"મહાનાયકને આવ્યા ખાટલા પર સુવાના દિવસો, PHOTOS VIRAL","The days of sleeping on a cot have come to the great hero, PHOTOS VIRAL"
tech,"ખાંડથી બની છે આ ઈલેક્ટ્રીક કાર, એક વખત ચાર્જ કરવાથી ચાલશે 240 કિમી.","This electric car is made of sugar, it will run for 240 km on a single charge."
entertainment,250 કરોડ રૂપિયાની કમાણી કરનારી ફિલ્મ આપનાર આ હિરોઇન પાસે નથી કામ!,This heroine who gave a film that earned 250 crore rupees has no work!
business,શું તમને ખબર છે કે બેંક તમારા પાસેથી કેન્સલ ચેક કેમ માંગે છે?,Do you know why the bank asks you for a canceled check?
business,Christmas અને  New Year પર એરલાઇન્સ કંપનીઓ આપી રહી છે સસ્તી ટિકિટ,Airlines companies are giving cheap tickets on Christmas and New Year
entertainment,"'ગલી બોય'નું ટિઝર જોયું, બોસ ! BTW, કોણ છે આ ગલી બોય ?","Saw the teaser of 'Gully Boy', boss! BTW, who is this Gully Boy?"
entertainment,"#MeToo: સાજિદ ખાન પર ચોથો આરોપ, એક્ટ્રેસ બોલી- મને કહ્યું હતું કપડાં ઉતારો","#MeToo: Fourth allegation against Sajid Khan, actress says - I was told to take off my clothes"
entertainment,"સામે આવી આલિયા ભટ્ટની 'જુડવા બહેન', તમે પણ જોઇને ચોંકી જશો","Alia Bhatt's 'twin sister' revealed, you too will be shocked to see it"
entertainment,"'મણિકર્ણિકા' : ટ્રેલર લોન્ચિંગમાં કંગનાનો ઠસ્સો, લાગી અસલ મહારાણી જેવી","'Manikarnika': Kangana's look at the trailer launch, looks like a real queen"
business,"પોતાનો બિઝનેસ કરવાની તક, માત્ર રૂ. 599માં કોર્સ કરાવે છે સરકાર","Opportunity to start your own business, government offers course for just Rs. 599"
entertainment,"7 વર્ષ પહેલાં આવી લાગતી હતી દિશા પટની, જુઓ તેનો Audition Video","This is what Disha Patani looked like 7 years ago, watch her audition video"
business,"Jioએ કર્યો 612 કરોડનો નફો, RILનો નફો 4.5 ટકા વધી 9485 કરોડ થયો","Jio made a profit of 612 crores, RIL's profit increased by 4.5 percent to 9485 crores"
business,"એક વાર નક્કી કર્યું પછી કામ પુરૂ કર્યે જ છુટકો, આવા છે ટાટાના નવા ચેરમેન, જાણો એન ચંદ્રશેખરની અજાણી વાતો","Once decided, leave after completing the work, such is the new chairman of Tata, know the unknown things of N Chandrasekhar"
entertainment,"75ની ઉંમરે પણ ભારે વ્યસ્ત છે Big B, આખો દિવસ વિતે છે શૂટિંગમાં","Even at the age of 75, Big B is very busy, spends the whole day shooting."
business,"હવે ફોન રિસીવ કરવાના પણ ચૂકવવા પડશે પૈસા, કરાવવું પડશે રિચાર્જ","Now you will have to pay money even to receive a phone call, you will have to get it recharged."
business,કઇ રીતે 20 વર્ષની યુવતી કપ કેક બનાવીને થઇ ગઇ Millionaire,How a 20-year-old girl became a millionaire by making cupcakes
entertainment,"Bigg Boss-12: સલમાને આ સ્પર્ધકને કહ્યું, કઇ વાતનો ઘમંડ છે તને?","Bigg Boss-12: Salman said to this contestant, what are you so arrogant about?"
tech,"ભારતમાં Amazon શરૂ કરી શકે છે આ નવી સર્વિસ, ફ્રીમાં વધશે તમારા પૈસા!","Amazon may launch this new service in India, your money will increase for free!"
tech,હવે આ નોકરી પણ માણસ પાસેથી લઇ લેશે Robot,Now this job will also be taken from humans by robots.
entertainment,"'બાજીરાવ'ની થઇ 'મસ્તાની', આજે સિંધી રીતરિવાજથી કરશે લગ્ન","'Bajirao's' Mastani' has been completed, today he will get married according to Sindhi customs"
business,SBI ક્રેડિટ કાર્ડથી OTP વગર નીકળ્યા પૈસા! બેન્કિંગ ફ્રોડથી આ રીતે બચો,Money withdrawn from SBI credit card without OTP! Avoid banking fraud in this way
business,આ 10 શહેરોમાં રહેતા લોકો જલ્દીથી બને છે અબજોપતિ,People living in these 10 cities become billionaires quickly
entertainment,"ત્રીજી વખત પિતા બન્યો 'ધ રોક', ઈન્સ્ટાગ્રામ પર શેર કરી દિકરીની તસવીર","'The Rock' becomes a father for the third time, shares a picture of his daughter on Instagram"
business,હુવેઇ કંપનીએ લોન્ચ કર્યો વિંડોઝ 10 મેટબુક,Huawei launches Windows 10 MateBook
tech,"Jio Phone 2નો આજે છે સેલ, જાણો કઇ રીતે ખરીદશો?","Jio Phone 2 is on sale today, know how to buy it?"
entertainment,"હવે ત્રણ બાળકોની મા બની ચૂકી છે સની લિયોન, જુઓ તસવીરો","Sunny Leone has now become a mother of three children, see pictures"
entertainment,ગ્લેમર્સ અંદાજમાં મૌની રોયનું લેટેસ્ટ ફોટોશૂટ જોયુ કે ....?,Have you seen Mouni Roy's latest photoshoot in a glamorous style?...
tech,Google Map પર જુઓ તે ટેરરિસ્ટ કેમ્પ જેને ભારતીય વાયુસેનાએ કર્યા નષ્ટ,See the terrorist camp destroyed by the Indian Air Force on Google Maps
tech,"તમારો ફોન વારંવાર થાય છે હેંગ, તો અપનાવો આ સરળ ટિપ્સ","If your phone hangs frequently, then follow these simple tips"
business,"ખુશખબર! લઘુતમ પેન્શન થઈ શકે છે ડબલ, ટૂંક સમયમાં જાહેરાત","Good news! Minimum pension may be doubled, announcement soon"
tech,"ક્યારેક બૂક તો ક્યારેક તંબૂ જવા થઇ જશે ફોન,  સ્માર્ટફોન લાવવાની તૈયારીમાં છે આ કંપની","Sometimes books, sometimes tents will be used, this company is preparing to bring phones, smartphones"
entertainment,"વિવાદોમાં ફસાઇ પ્રિયંકા ચોપરા, 'ક્વોન્ટિકો'માં ભારતીયને બતાવાયો આતંકવાદી","Priyanka Chopra embroiled in controversies, Indian shown as terrorist in 'Quantico'"
entertainment,Video: બ્લેક બોલ્ડ આઉટફિટમાં ઐશ્વર્યા રાયે બતાવ્યો તેમની અદાઓનો જલવો,Video: Aishwarya Rai flaunts her curves in a bold black outfit
business,"સેન્સેક્સમાં 161 પૉઇન્ટનો ઉછાળો, નિફ્ટી 10460ની પાસે","Sensex jumps 161 points, Nifty nears 10460"
entertainment,"કોઇ અન્યએ કર્યો હશે રેપ, મે નહીં: વિનિતા નંદાનાં આરોપ પર આલોક નાથનુ નિવેદન","Someone else must have raped her, not me: Alok Nath's statement on Vinita Nanda's allegations"
business,"'One Nation, One Tax' નો પ્રારંભ તો મહારાજા સયાજીરાવ 135 વર્ષ પહેલાં કરી  ચુક્યા હતા !","Maharaja Sayajirao had started 'One Nation, One Tax' 135 years ago!"
entertainment,'કસોટી...2' માં એન્ટ્રી થતા જ આ એકટ્રેસે બિકીની પહેરીને પાણીમાં લગાવી આગ,"As soon as she entered 'Kasaoti...2', this actress set the water on fire wearing a bikini."
entertainment,"'સાત સમુંદર પાર' પર સારા અલી ખાને લગાવ્યા ઠુમકા, વીડિયો વારયલ","Sara Ali Khan performed a dance on 'Saat Samundar Paar', video released"
tech,"આ કંપની આપી રહી છે દરરોજ 40GB ડેટા, 100Mbpsની હશે સ્પીડ","This company is giving 40GB data per day, the speed will be 100Mbps"
business,"આવી રહ્યો છે મોટોરોલાનો દમદાર 4GB રેમવાળો સ્માર્ટફોન, ગમી જાય એવા છે ફિચર્સ","Motorola's powerful smartphone with 4GB RAM is coming, features you will love"
entertainment,"સોનમ કપૂર પર ટ્રાફિક રૂલ તોડવાનો આરોપ, પોલીસે શેર કર્યો VIDEO","Sonam Kapoor accused of breaking traffic rules, police shares VIDEO"
business,"Flipkartની USમાં આવી રીતે થશે એન્ટ્રી, વોલમાર્ટે જણાવ્યો પ્લાન","This is how Flipkart will enter the US, Walmart reveals its plan"
entertainment,"10 વર્ષ બાદ ટીવી પર પરત ફરશે પ્રાચી દેસાઇ, એકતા કપૂરના શોમાં કરશે કામ","Prachi Desai will return to TV after 10 years, will work in Ekta Kapoor's show"
entertainment,આ કારણે ફિલ્મ 'નમક-હરામ' કરતા સમયે ખુબ ડરેલા હતા રઝા મુરાદ,This is why Raza Murad was very scared while making the film 'Namak-Haram'
entertainment,"#HappyBirthdayShraddha: જુઓ 'સાહો'નું નવું Teaser, શ્રદ્ધાનો એક્શન અવતાર","#HappyBirthdayShraddha: Watch the new teaser of 'Saaho', Shraddha's action avatar"
entertainment,આ સિંગરે હનીસિંહ અને કિંજલ દવેનું ગીત એવી રીતે ગાયું કે થયું વાયરલ,This singer sang Honey Singh and Kinjal Dave's song in such a way that it went viral.
business,સ્વિટ્ઝરલેન્ડ સરકારે જાહેર કરી બ્લેક મનીની યાદી,Switzerland government announced black money list
entertainment,આ કારણથી નૂતને 20 વર્ષ સુધી પોતાની માતા સાથે નહોતી કરી વાત,This is why Nutan didn't talk to her mother for 20 years.
business,"વાઈબ્રન્ટ સમિટ 2017:2000થી વધુ વિદેશી ડેલિગેટ્સ આવશે,ચેતક કમાન્ડોની 2 ટીમ રહેશે તૈનાત","Vibrant Summit 2017: More than 2000 foreign delegates will come, 2 teams of Chetak commandos will be deployed"
business,ટુંક સમયમાં ગાયના છાણમાંથી પણ પેદા કરાશે વિજળી,"Soon, electricity will also be generated from cow dung."
entertainment,"OMG: હાર્દિક પંડ્યાને આ એક્ટ્રેસે કહ્યો 'ભાઈ', અલી અવરામને મળી શકે છે રાહત","OMG: This actress called Hardik Pandya 'brother', Ali Avram may get relief"
business,"4 લાખમાં શરૂ કરો આ બિઝનેસ, મહિને થશે 50 હજારથી વધુની કમાણી","Start this business for 4 lakhs, you will earn more than 50 thousand per month"
entertainment,મુંબઈ સેશન કોર્ટે સલમાનનું જામીનપાત્ર વોરંટ કર્યુ રદ્દ,Mumbai Sessions Court cancels Salman's bailable warrant
entertainment,"ડાન્સ કરતાં-કરતાં અચાનક જ પડી ગઇ સપના ચૌધરી, વીડિયો વાયરલ","Sapna Chaudhary suddenly falls while dancing, video goes viral"
